job_title,skills,experience,salary
Data Scientist,"ML, deep learning",Entry,100768.0
Business Analyst,"python, sql, ML, cloud",Senior,127590.0
Business Analyst,"python, sql",Mid,94888.0
Data Analyst,"python, ML",Entry,83873.0
Data Analyst,"ML, cloud",Entry,99058.0
Data Engineer,sql,Entry,70355.0
Data Scientist,"python, ML, cloud",Entry,94170.0
Business Analyst,"ML, cloud",Mid,122589.0
Data Analyst,"python, cloud",Senior,112172.0
Data Scientist,"python, sql",Entry,74960.0
Data Scientist,python,Mid,75654.0
Data Analyst,"python, ML, cloud",Mid,99598.0
Business Analyst,"python, ML",Entry,68898.0
Machine Learning Engineer,"python, ML, deep learning",Entry,115673.0
Business Analyst,"ML, deep learning",Entry,79331.0
AI Engineer,"python, ML, cloud",Entry,115022.0
Machine Learning Engineer,"python, ML, cloud",Mid,139591.0
Data Engineer,"python, sql, cloud",Senior,105683.0
Machine Learning Engineer,"python, ML",Senior,156141.0
Data Analyst,"sql, cloud",Mid,82699.0
Data Analyst,"python, sql, deep learning",Senior,117153.0
Business Analyst,cloud,Senior,133226.0
Business Analyst,"sql, ML, deep learning",Mid,102325.0
Data Analyst,sql,Entry,66187.0
Machine Learning Engineer,cloud,Mid,128644.0
Business Analyst,"python, ML",Senior,114705.0
AI Engineer,"python, sql, deep learning, cloud",Entry,138351.0
Machine Learning Engineer,"ML, deep learning, cloud",Mid,173140.0
Data Analyst,"python, cloud",Senior,108934.0
Data Scientist,"sql, deep learning, cloud",Senior,141497.0
Data Engineer,"ML, deep learning",Entry,102780.0
AI Engineer,"sql, cloud",Senior,149986.0
Data Engineer,"ML, cloud",Mid,103508.0
Data Scientist,"python, sql, ML, cloud",Senior,122961.0
Business Analyst,"python, deep learning",Entry,64288.0
Machine Learning Engineer,"python, sql, ML",Mid,152665.0
Data Scientist,"python, deep learning, cloud",Senior,120685.0
Machine Learning Engineer,"python, sql, deep learning, cloud",Mid,160490.0
Business Analyst,ML,Senior,116182.0
Data Engineer,deep learning,Mid,87705.0
Data Scientist,"sql, deep learning, cloud",Entry,76945.0
Data Engineer,"sql, deep learning, cloud",Senior,127277.0
Business Analyst,"python, ML",Senior,115486.0
Data Engineer,sql,Mid,78197.0
Machine Learning Engineer,"python, sql, deep learning, cloud",Mid,158460.0
Machine Learning Engineer,"python, sql, ML",Senior,150055.0
Machine Learning Engineer,"sql, deep learning",Entry,128991.0
Business Analyst,"python, deep learning, cloud",Mid,123716.0
AI Engineer,"deep learning, cloud",Mid,135226.0
AI Engineer,"python, sql, ML, deep learning, cloud",Entry,128876.0
AI Engineer,"python, deep learning, cloud",Mid,162644.0
Business Analyst,"sql, ML, deep learning",Mid,100172.0
Data Analyst,"python, cloud",Entry,55663.0
AI Engineer,"sql, ML",Senior,159390.0
Data Analyst,cloud,Senior,112737.0
Business Analyst,"sql, cloud",Mid,89073.0
Business Analyst,"python, ML, cloud",Senior,122389.0
Machine Learning Engineer,"python, sql",Entry,92796.0
AI Engineer,"python, sql, ML",Entry,105824.0
Data Engineer,"sql, ML, cloud",Entry,76844.0
Business Analyst,python,Mid,76835.0
AI Engineer,"python, ML, deep learning, cloud",Senior,195237.0
Machine Learning Engineer,"python, sql, ML, deep learning",Entry,124039.0
Data Engineer,"sql, deep learning",Senior,136089.0
Business Analyst,"python, ML, deep learning",Mid,100915.0
Data Analyst,"python, cloud",Senior,110113.0
AI Engineer,"python, ML, deep learning",Senior,193545.0
AI Engineer,"sql, deep learning",Senior,157362.0
Data Analyst,"python, sql, cloud",Mid,89022.0
Machine Learning Engineer,ML,Mid,126484.0
Data Analyst,"ML, cloud",Senior,123500.0
Data Scientist,deep learning,Senior,133357.0
Data Engineer,"python, sql, deep learning",Entry,60159.0
Data Analyst,cloud,Entry,57570.0
Data Engineer,"python, sql, ML",Senior,119304.0
Data Analyst,"sql, ML",Entry,60828.0
Data Scientist,"deep learning, cloud",Senior,123191.0
Business Analyst,"sql, deep learning",Entry,61976.0
Data Engineer,"python, sql, ML, cloud",Senior,122506.0
Business Analyst,"sql, ML, deep learning, cloud",Mid,132386.0
Business Analyst,"ML, deep learning",Mid,124347.0
AI Engineer,"sql, deep learning",Entry,103610.0
Data Engineer,ML,Entry,65042.0
AI Engineer,"ML, deep learning, cloud",Mid,176428.0
AI Engineer,"python, sql, ML, deep learning, cloud",Mid,152139.0
Business Analyst,"python, ML, deep learning",Mid,102985.0
Business Analyst,python,Mid,78185.0
Machine Learning Engineer,"python, deep learning, cloud",Mid,143420.0
Machine Learning Engineer,"python, sql, ML, deep learning, cloud",Senior,177147.0
Machine Learning Engineer,"ML, cloud",Mid,139522.0
Data Scientist,"python, sql, deep learning",Entry,61913.0
Data Engineer,"python, sql, ML, cloud",Mid,101292.0
Machine Learning Engineer,"python, ML, deep learning, cloud",Senior,175010.0
Business Analyst,"python, deep learning, cloud",Senior,148541.0
Business Analyst,"python, ML, cloud",Senior,142456.0
Business Analyst,"python, ML, deep learning, cloud",Entry,94419.0
AI Engineer,"python, sql, deep learning, cloud",Mid,144478.0
Business Analyst,"python, sql, ML",Entry,66790.0
Data Analyst,sql,Mid,72094.0
Business Analyst,"python, ML, deep learning",Mid,127249.0
Data Analyst,cloud,Mid,81484.0
Data Analyst,"python, sql, ML, cloud",Mid,100782.0
Data Scientist,"python, sql, deep learning, cloud",Mid,103041.0
AI Engineer,"sql, deep learning",Entry,109149.0
Machine Learning Engineer,deep learning,Entry,107680.0
Machine Learning Engineer,"deep learning, cloud",Entry,113777.0
Data Analyst,"python, sql",Senior,101796.0
Machine Learning Engineer,"sql, ML, deep learning, cloud",Entry,154385.0
AI Engineer,"python, cloud",Senior,154630.0
Data Engineer,"sql, ML",Mid,89332.0
Data Engineer,ML,Senior,118432.0
Data Analyst,"python, deep learning",Mid,110281.0
Business Analyst,"python, ML, deep learning, cloud",Mid,114411.0
Machine Learning Engineer,"sql, ML, cloud",Mid,136450.0
AI Engineer,"python, sql, ML, cloud",Senior,183783.0
Machine Learning Engineer,"python, deep learning, cloud",Mid,142720.0
Data Engineer,python,Mid,71459.0
AI Engineer,"python, sql, ML, deep learning, cloud",Senior,181373.0
Data Scientist,"python, sql, ML, deep learning",Senior,131563.0
Data Scientist,"ML, cloud",Mid,96245.0
AI Engineer,"python, sql, ML, deep learning",Senior,170153.0
Machine Learning Engineer,"sql, ML, deep learning, cloud",Mid,150731.0
Data Analyst,"sql, deep learning, cloud",Entry,99614.0
Business Analyst,python,Senior,118188.0
Data Analyst,"sql, ML, deep learning",Senior,131972.0
Data Scientist,"python, sql, ML, deep learning",Senior,149339.0
AI Engineer,"python, ML, deep learning, cloud",Entry,128065.0
Machine Learning Engineer,"deep learning, cloud",Entry,133442.0
Data Engineer,"python, sql, deep learning",Senior,115985.0
Data Analyst,"ML, deep learning",Entry,103935.0
Business Analyst,"python, sql, ML, cloud",Entry,74979.0
Business Analyst,"python, sql, deep learning, cloud",Entry,77015.0
Business Analyst,"python, cloud",Senior,114683.0
Business Analyst,"python, sql",Entry,66070.0
Data Analyst,"python, sql, deep learning",Entry,62686.0
Machine Learning Engineer,"ML, deep learning",Mid,144365.0
Data Analyst,deep learning,Senior,117160.0
Data Analyst,sql,Senior,117362.0
Business Analyst,"python, sql, ML, deep learning, cloud",Senior,140506.0
Data Scientist,sql,Mid,78079.0
Data Analyst,"deep learning, cloud",Mid,96884.0
Data Scientist,"python, ML, deep learning",Senior,133269.0
AI Engineer,"python, ML, deep learning, cloud",Senior,184779.0
Machine Learning Engineer,"sql, ML, cloud",Senior,163571.0
Machine Learning Engineer,"python, cloud",Senior,152172.0
Business Analyst,"python, sql, deep learning, cloud",Entry,79446.0
Data Analyst,"sql, ML, deep learning, cloud",Senior,163401.0
AI Engineer,"sql, deep learning",Senior,155581.0
Business Analyst,"python, ML, deep learning",Senior,128974.0
AI Engineer,"python, sql, ML",Entry,120336.0
Data Engineer,"sql, ML, cloud",Senior,147234.0
Data Analyst,"sql, deep learning, cloud",Senior,122626.0
AI Engineer,"python, sql, cloud",Mid,129093.0
Data Scientist,"python, ML",Mid,90284.0
Data Scientist,"python, deep learning",Entry,80558.0
Machine Learning Engineer,ML,Mid,154134.0
Data Analyst,"sql, ML, cloud",Senior,127585.0
Data Scientist,"python, sql, deep learning, cloud",Mid,95831.0
Data Scientist,"python, ML, deep learning",Mid,103482.0
Business Analyst,"sql, ML",Senior,114410.0
Data Scientist,cloud,Entry,57176.0
Data Engineer,"python, deep learning",Entry,65236.0
Machine Learning Engineer,"python, ML, cloud",Entry,133732.0
Data Scientist,"sql, deep learning, cloud",Senior,122138.0
Business Analyst,"python, sql",Senior,100145.0
Data Engineer,"python, ML, deep learning, cloud",Mid,111992.0
Data Analyst,"sql, deep learning, cloud",Entry,90358.0
Business Analyst,"python, sql",Entry,53500.0
Business Analyst,"python, sql, cloud",Senior,114600.0
Data Analyst,"python, ML, deep learning, cloud",Mid,114888.0
Data Analyst,"python, ML",Entry,69340.0
AI Engineer,"python, ML",Entry,108923.0
AI Engineer,"python, sql",Entry,105296.0
Data Analyst,"python, sql, deep learning, cloud",Mid,116614.0
Business Analyst,"python, cloud",Entry,79944.0
Data Analyst,"python, deep learning, cloud",Entry,92063.0
Data Scientist,cloud,Senior,111273.0
Data Engineer,"ML, cloud",Entry,74953.0
Data Analyst,"deep learning, cloud",Senior,147687.0
AI Engineer,"python, sql, ML, deep learning, cloud",Entry,149328.0
Machine Learning Engineer,"sql, ML, deep learning",Senior,174271.0
AI Engineer,"sql, cloud",Mid,121369.0
Data Analyst,"python, sql, deep learning, cloud",Senior,122485.0
Data Engineer,sql,Senior,104689.0
Data Scientist,"python, sql, cloud",Senior,107101.0
Business Analyst,"sql, deep learning, cloud",Mid,103217.0
Data Scientist,sql,Mid,96960.0
Data Engineer,"ML, deep learning",Entry,80467.0
Machine Learning Engineer,"sql, ML",Mid,134467.0
AI Engineer,"sql, ML, cloud",Senior,160494.0
Data Engineer,"sql, deep learning, cloud",Entry,91312.0
Data Analyst,sql,Entry,74355.0
AI Engineer,"python, sql, ML",Entry,102177.0
Data Engineer,"sql, ML",Senior,117143.0
Data Scientist,"ML, deep learning",Senior,131322.0
Data Scientist,"python, deep learning, cloud",Mid,95578.0
Business Analyst,"python, deep learning",Entry,67612.0
Business Analyst,"python, ML, cloud",Senior,125886.0
Business Analyst,"ML, deep learning, cloud",Entry,93575.0
Data Scientist,ML,Mid,91318.0
AI Engineer,"python, cloud",Entry,97587.0
Business Analyst,"ML, cloud",Entry,79713.0
Data Engineer,"python, ML, cloud",Entry,97082.0
Business Analyst,"deep learning, cloud",Senior,123690.0
Data Engineer,"python, sql, deep learning",Mid,113070.0
Machine Learning Engineer,deep learning,Entry,109678.0
Machine Learning Engineer,"python, sql, deep learning",Mid,127046.0
Data Scientist,"ML, deep learning, cloud",Senior,157673.0
Data Analyst,"python, ML, deep learning",Mid,104126.0
Data Engineer,"python, sql, ML",Mid,108473.0
AI Engineer,"python, sql, ML, deep learning, cloud",Entry,132318.0
Data Analyst,"python, sql, ML, deep learning, cloud",Entry,87031.0
Data Analyst,"python, sql, cloud",Entry,78940.0
Data Scientist,"sql, ML, deep learning, cloud",Mid,112963.0
AI Engineer,"python, sql, ML",Senior,150523.0
Data Engineer,"sql, cloud",Entry,63773.0
Machine Learning Engineer,"ML, deep learning",Entry,115899.0
AI Engineer,"python, ML, deep learning",Entry,120396.0
AI Engineer,"ML, cloud",Senior,183037.0
Data Scientist,"sql, deep learning, cloud",Mid,99197.0
Machine Learning Engineer,sql,Entry,89091.0
Data Scientist,"sql, ML, cloud",Mid,101320.0
Business Analyst,cloud,Mid,89305.0
Data Analyst,python,Senior,103229.0
Data Analyst,"python, sql",Mid,76873.0
Data Scientist,"python, sql, ML, deep learning, cloud",Entry,90807.0
AI Engineer,"python, sql, ML, cloud",Entry,133904.0
Machine Learning Engineer,"python, sql, ML, deep learning, cloud",Senior,175574.0
Machine Learning Engineer,"python, ML",Senior,175571.0
Data Analyst,"sql, ML",Senior,132419.0
Machine Learning Engineer,"python, sql",Entry,92085.0
AI Engineer,"python, cloud",Mid,121022.0
Machine Learning Engineer,"python, sql, deep learning, cloud",Mid,143457.0
Data Scientist,"python, sql, ML, deep learning",Senior,132270.0
Machine Learning Engineer,"sql, ML, deep learning, cloud",Entry,128553.0
Business Analyst,python,Senior,95461.0
Data Analyst,"python, cloud",Entry,76855.0
Data Engineer,"python, sql, deep learning, cloud",Mid,98016.0
Business Analyst,"python, sql, ML",Mid,107719.0
Business Analyst,"python, sql, ML, deep learning, cloud",Mid,118155.0
Data Analyst,"python, sql, ML, cloud",Senior,123593.0
Machine Learning Engineer,"python, ML, deep learning",Mid,142999.0
Machine Learning Engineer,"python, ML, deep learning, cloud",Senior,177908.0
Data Engineer,"python, ML, deep learning",Entry,79946.0
Business Analyst,deep learning,Mid,86436.0
Machine Learning Engineer,"sql, deep learning",Mid,150737.0
Data Analyst,"python, deep learning, cloud",Entry,74708.0
Business Analyst,"sql, ML, deep learning",Mid,108943.0
AI Engineer,"python, cloud",Senior,170188.0
Machine Learning Engineer,"ML, cloud",Entry,110845.0
Business Analyst,sql,Entry,47226.0
Data Analyst,"python, sql, deep learning",Senior,118472.0
AI Engineer,"sql, ML, deep learning",Mid,162247.0
Machine Learning Engineer,"python, sql, deep learning, cloud",Senior,161167.0
Data Analyst,"python, sql, deep learning, cloud",Senior,123833.0
Business Analyst,"sql, ML, deep learning",Mid,126490.0
AI Engineer,python,Senior,142474.0
Machine Learning Engineer,"python, ML",Mid,129505.0
Machine Learning Engineer,cloud,Entry,123370.0
Data Analyst,ML,Mid,92661.0
Machine Learning Engineer,"python, ML, cloud",Mid,160767.0
AI Engineer,sql,Entry,93612.0
Data Engineer,"sql, ML, deep learning, cloud",Senior,140436.0
Data Analyst,"ML, cloud",Entry,79803.0
Data Analyst,ML,Senior,112901.0
Data Analyst,"sql, ML, deep learning",Senior,134205.0
Business Analyst,"sql, ML",Entry,61273.0
Data Analyst,"ML, cloud",Mid,100472.0
Data Scientist,"python, sql, ML, cloud",Mid,99220.0
Data Engineer,"ML, deep learning",Senior,148730.0
Data Scientist,"sql, cloud",Senior,105712.0
Machine Learning Engineer,"python, ML, deep learning, cloud",Mid,153081.0
Machine Learning Engineer,"sql, ML, cloud",Entry,111752.0
AI Engineer,"sql, deep learning",Senior,178856.0
Business Analyst,"python, sql, ML, deep learning, cloud",Entry,88833.0
Business Analyst,"python, sql, cloud",Entry,61014.0
Data Engineer,"python, ML, cloud",Senior,129808.0
Business Analyst,sql,Senior,101873.0
Data Analyst,sql,Senior,104407.0
Data Analyst,"python, deep learning, cloud",Entry,76853.0
Data Engineer,"ML, cloud",Entry,70671.0
Business Analyst,"sql, ML, deep learning",Mid,120377.0
Data Scientist,"deep learning, cloud",Entry,77803.0
AI Engineer,"sql, ML, deep learning",Mid,144778.0
Business Analyst,"sql, ML, cloud",Mid,96779.0
AI Engineer,cloud,Senior,151536.0
Machine Learning Engineer,"python, sql, deep learning",Senior,150734.0
Data Engineer,"python, sql, ML",Mid,90134.0
Business Analyst,"python, ML, cloud",Entry,94434.0
Data Engineer,"python, sql, ML, cloud",Senior,124141.0
Business Analyst,"python, sql, deep learning",Senior,115529.0
Data Engineer,"sql, cloud",Entry,83848.0
Data Engineer,"ML, cloud",Entry,74209.0
Machine Learning Engineer,"python, deep learning",Entry,102553.0
Machine Learning Engineer,"python, cloud",Entry,104734.0
Data Engineer,"python, sql, deep learning, cloud",Entry,97146.0
Data Engineer,deep learning,Entry,89076.0
Business Analyst,"python, sql, ML, cloud",Entry,73843.0
Data Engineer,"python, sql, deep learning, cloud",Senior,128608.0
Data Analyst,"python, ML, deep learning, cloud",Senior,143240.0
Data Engineer,"python, cloud",Entry,83206.0
Machine Learning Engineer,"python, sql, ML, deep learning",Entry,116159.0
Data Analyst,"ML, cloud",Entry,78887.0
Data Engineer,"python, sql, ML, deep learning",Entry,76330.0
Business Analyst,"sql, deep learning, cloud",Entry,73853.0
Business Analyst,ML,Senior,117728.0
Machine Learning Engineer,"sql, deep learning, cloud",Senior,161365.0
Business Analyst,"sql, deep learning",Mid,112430.0
Data Scientist,cloud,Senior,111655.0
AI Engineer,deep learning,Senior,150666.0
Data Analyst,"python, cloud",Mid,89926.0
AI Engineer,"sql, ML, cloud",Entry,137487.0
Business Analyst,"python, sql, ML, cloud",Mid,96442.0
AI Engineer,"sql, deep learning",Mid,131502.0
Business Analyst,"python, deep learning",Senior,114664.0
Data Engineer,"python, deep learning, cloud",Entry,71014.0
Data Analyst,"python, sql, ML, cloud",Mid,104668.0
Business Analyst,"ML, cloud",Senior,121952.0
Data Engineer,"ML, deep learning, cloud",Entry,90766.0
Data Scientist,"python, ML, deep learning",Mid,107210.0
AI Engineer,"sql, deep learning",Mid,154757.0
AI Engineer,"python, sql, ML, cloud",Entry,116334.0
Data Analyst,"sql, ML, deep learning, cloud",Senior,139666.0
Data Engineer,"python, sql, ML",Entry,61657.0
Data Analyst,"python, ML, deep learning",Senior,127923.0
Data Engineer,"python, ML",Senior,139403.0
Data Scientist,deep learning,Entry,68339.0
Business Analyst,"python, sql, cloud",Entry,57573.0
Data Analyst,"python, sql, ML, cloud",Mid,97028.0
Data Analyst,"python, sql, deep learning",Entry,85192.0
Business Analyst,sql,Senior,97506.0
Business Analyst,"python, sql",Entry,46848.0
Data Scientist,sql,Entry,73501.0
Data Scientist,"python, sql, deep learning",Mid,92566.0
Data Analyst,"python, sql, cloud",Senior,130719.0
Data Analyst,"python, sql, deep learning, cloud",Entry,73821.0
Business Analyst,"python, sql, deep learning, cloud",Entry,98894.0
Business Analyst,"python, sql, ML",Entry,66248.0
Data Analyst,"sql, cloud",Senior,105278.0
AI Engineer,ML,Mid,130213.0
Business Analyst,ML,Senior,138959.0
Data Engineer,"ML, deep learning",Mid,104828.0
Data Engineer,"sql, ML",Entry,61961.0
Data Engineer,"sql, ML",Senior,114178.0
Data Engineer,"python, sql",Entry,49893.0
Data Scientist,"python, sql, ML, deep learning",Entry,95539.0
Data Scientist,"python, sql, ML",Senior,110345.0
Data Engineer,"python, sql, cloud",Mid,85941.0
Data Scientist,"sql, ML, deep learning",Senior,153572.0
Data Scientist,"python, sql, cloud",Entry,57606.0
Data Engineer,"python, cloud",Senior,106419.0
Data Analyst,"python, ML, deep learning",Mid,101443.0
Data Engineer,"python, ML, deep learning",Senior,133191.0
Data Engineer,"python, ML",Mid,91786.0
Business Analyst,python,Mid,92235.0
Business Analyst,"python, sql, ML, deep learning, cloud",Mid,114174.0
Data Scientist,"python, ML, deep learning, cloud",Senior,136208.0
Data Analyst,"sql, ML, deep learning, cloud",Entry,113110.0
Data Scientist,"python, sql, ML, deep learning",Mid,104522.0
AI Engineer,"python, sql",Mid,114317.0
Data Scientist,"sql, ML, cloud",Senior,123079.0
AI Engineer,cloud,Senior,153136.0
Data Engineer,"ML, cloud",Entry,93608.0
Machine Learning Engineer,"python, sql, ML, deep learning, cloud",Senior,180075.0
AI Engineer,"python, sql, ML",Entry,103670.0
Data Analyst,cloud,Mid,103222.0
AI Engineer,"python, sql, ML, deep learning",Entry,122453.0
Data Analyst,"python, sql, ML, deep learning, cloud",Entry,87212.0
Data Scientist,"python, sql, ML, deep learning",Mid,120528.0
Business Analyst,ML,Mid,86643.0
Business Analyst,"ML, deep learning",Senior,131435.0
Business Analyst,"sql, ML, cloud",Entry,98297.0
Data Analyst,"sql, deep learning",Mid,85913.0
Business Analyst,"sql, ML, cloud",Mid,103714.0
Machine Learning Engineer,"ML, cloud",Entry,110021.0
AI Engineer,"python, cloud",Senior,153394.0
Data Analyst,"python, sql, ML, cloud",Senior,126762.0
Business Analyst,"python, sql, deep learning, cloud",Senior,122884.0
Data Engineer,"python, ML, deep learning, cloud",Mid,117655.0
Machine Learning Engineer,"python, ML, deep learning",Entry,123015.0
Data Scientist,"python, ML",Senior,113061.0
Data Analyst,"python, cloud",Entry,56615.0
Business Analyst,"ML, deep learning, cloud",Mid,115458.0
Business Analyst,"sql, ML",Entry,82781.0
Data Engineer,"deep learning, cloud",Senior,124415.0
Business Analyst,"python, sql, cloud",Senior,106661.0
Machine Learning Engineer,"python, sql, deep learning, cloud",Entry,117996.0
Machine Learning Engineer,python,Mid,139596.0
Data Analyst,"python, sql, ML, deep learning, cloud",Entry,92675.0
Data Engineer,"ML, deep learning",Mid,129205.0
Data Scientist,"python, ML, cloud",Mid,99006.0
Data Analyst,"python, sql, ML, deep learning, cloud",Entry,108012.0
Data Engineer,sql,Senior,99394.0
Data Analyst,"python, cloud",Entry,63181.0
Business Analyst,"sql, cloud",Mid,101831.0
Data Engineer,"python, sql, ML, cloud",Senior,124117.0
Data Analyst,"ML, cloud",Entry,94538.0
AI Engineer,"python, deep learning, cloud",Entry,114074.0
Data Analyst,"python, sql, cloud",Mid,89103.0
Data Engineer,"deep learning, cloud",Senior,127086.0
Business Analyst,ML,Entry,62665.0
Data Engineer,ML,Senior,115904.0
AI Engineer,"python, deep learning, cloud",Senior,164709.0
Data Scientist,"sql, cloud",Senior,112801.0
Business Analyst,"sql, deep learning",Mid,111942.0
Business Analyst,"python, sql, deep learning",Entry,64231.0
AI Engineer,"python, sql, ML, deep learning, cloud",Entry,147503.0
Machine Learning Engineer,sql,Senior,143614.0
Business Analyst,"python, sql",Senior,99595.0
Business Analyst,"python, ML",Senior,111718.0
AI Engineer,"ML, deep learning, cloud",Mid,155665.0
Business Analyst,"sql, ML, deep learning",Senior,131017.0
Business Analyst,sql,Mid,71736.0
Data Scientist,"python, ML, deep learning",Entry,82219.0
Data Engineer,"python, cloud",Mid,88870.0
Data Analyst,"sql, deep learning",Senior,110525.0
Data Engineer,"sql, deep learning, cloud",Entry,76640.0
AI Engineer,cloud,Mid,126251.0
Business Analyst,"python, ML, deep learning, cloud",Entry,89111.0
Data Engineer,deep learning,Senior,136722.0
Data Engineer,python,Senior,104544.0
Machine Learning Engineer,ML,Mid,150353.0
AI Engineer,"python, sql, ML, cloud",Senior,168823.0
Data Analyst,"sql, ML, deep learning",Entry,75703.0
Machine Learning Engineer,"sql, ML, deep learning, cloud",Entry,128190.0
Machine Learning Engineer,deep learning,Mid,132979.0
Data Engineer,"python, sql, ML, cloud",Senior,122658.0
Machine Learning Engineer,"sql, deep learning",Senior,159979.0
Machine Learning Engineer,"sql, deep learning, cloud",Mid,138639.0
Data Analyst,"python, ML",Senior,115161.0
Data Engineer,"python, sql, cloud",Entry,82038.0
Business Analyst,"sql, ML, cloud",Senior,126463.0
Business Analyst,sql,Entry,47415.0
Business Analyst,"ML, deep learning",Entry,84928.0
AI Engineer,deep learning,Mid,130084.0
AI Engineer,"python, sql, ML, deep learning, cloud",Senior,184378.0
Data Analyst,"sql, deep learning",Entry,66707.0
Data Analyst,"sql, deep learning, cloud",Mid,100672.0
AI Engineer,"python, sql, ML, deep learning, cloud",Entry,125371.0
Data Scientist,"sql, cloud",Mid,81147.0
Business Analyst,"sql, deep learning",Entry,60619.0
AI Engineer,"python, ML",Senior,174933.0
AI Engineer,"python, cloud",Entry,96230.0
Machine Learning Engineer,"python, cloud",Mid,121281.0
Machine Learning Engineer,"sql, ML, cloud",Senior,187503.0
Machine Learning Engineer,"ML, cloud",Senior,169888.0
AI Engineer,"python, ML",Senior,178454.0
Data Scientist,"sql, ML, deep learning, cloud",Entry,89156.0
Data Engineer,"ML, deep learning",Entry,77735.0
AI Engineer,"python, sql, deep learning, cloud",Mid,142220.0
AI Engineer,"python, sql, deep learning, cloud",Senior,169667.0
Data Analyst,"python, sql, ML",Mid,91079.0
Data Scientist,"ML, deep learning, cloud",Mid,116929.0
Data Engineer,"sql, cloud",Mid,86388.0
Data Analyst,python,Senior,122686.0
Data Engineer,"deep learning, cloud",Entry,94440.0
Data Scientist,"python, sql",Entry,69310.0
Data Analyst,"python, ML, deep learning, cloud",Senior,141398.0
AI Engineer,"python, ML, deep learning",Senior,165347.0
AI Engineer,"sql, ML, deep learning, cloud",Entry,132727.0
Machine Learning Engineer,python,Mid,135849.0
Machine Learning Engineer,"python, sql, ML, cloud",Entry,119299.0
AI Engineer,"python, deep learning",Entry,126893.0
Data Engineer,"python, sql",Entry,46736.0
Data Scientist,"python, ML",Senior,115384.0
Business Analyst,"ML, deep learning",Senior,132835.0
AI Engineer,"python, sql, ML",Mid,130469.0
Data Engineer,"python, deep learning, cloud",Mid,101428.0
AI Engineer,"python, sql",Senior,144944.0
Business Analyst,"python, ML, cloud",Entry,96406.0
Business Analyst,"python, ML",Entry,65657.0
Data Scientist,"sql, ML, deep learning, cloud",Mid,136607.0
Data Analyst,"python, sql, ML, deep learning, cloud",Senior,155471.0
AI Engineer,"python, sql, ML, deep learning",Entry,118413.0
Data Engineer,"python, deep learning, cloud",Entry,75197.0
Business Analyst,"python, ML, deep learning, cloud",Entry,86812.0
AI Engineer,cloud,Senior,148454.0
Business Analyst,"python, sql, ML",Entry,89950.0
Data Engineer,"python, sql, ML, deep learning, cloud",Senior,136633.0
Data Analyst,ML,Entry,65325.0
AI Engineer,"python, sql, deep learning",Entry,102533.0
Data Engineer,"python, deep learning",Mid,105894.0
AI Engineer,"sql, ML, deep learning, cloud",Entry,126394.0
Data Scientist,"ML, deep learning",Entry,75071.0
Data Engineer,"ML, deep learning, cloud",Mid,134544.0
Data Engineer,"python, ML",Senior,115553.0
Business Analyst,"python, deep learning, cloud",Senior,125978.0
Data Analyst,"sql, ML",Mid,93594.0
AI Engineer,"sql, cloud",Senior,148610.0
Machine Learning Engineer,python,Mid,113541.0
Data Analyst,"python, ML, cloud",Senior,129708.0
Data Engineer,"sql, deep learning",Entry,67681.0
Business Analyst,"python, ML, cloud",Mid,99678.0
Data Scientist,"python, deep learning, cloud",Entry,96938.0
Data Analyst,"sql, ML, deep learning, cloud",Entry,90022.0
AI Engineer,sql,Entry,85182.0
Data Analyst,"sql, ML, deep learning",Senior,147927.0
Data Scientist,"python, sql, deep learning",Entry,85775.0
Data Engineer,"sql, deep learning, cloud",Mid,99272.0
Business Analyst,"python, deep learning, cloud",Senior,122553.0
AI Engineer,"python, sql, ML, deep learning, cloud",Entry,127911.0
Data Engineer,"sql, ML, deep learning, cloud",Mid,116392.0
Data Analyst,"deep learning, cloud",Mid,98820.0
AI Engineer,"python, ML, deep learning, cloud",Mid,174945.0
Business Analyst,"python, sql, ML, cloud",Senior,147026.0
Data Analyst,"ML, deep learning, cloud",Senior,143553.0
Data Analyst,"ML, deep learning, cloud",Senior,143810.0
Data Scientist,deep learning,Mid,107353.0
Business Analyst,"sql, ML, deep learning, cloud",Mid,114470.0
Data Engineer,"python, sql, deep learning",Mid,109411.0
Data Scientist,"python, deep learning",Entry,60446.0
AI Engineer,"python, deep learning",Senior,155049.0
Data Scientist,"python, ML, deep learning, cloud",Entry,87536.0
Machine Learning Engineer,"python, sql, cloud",Mid,141432.0
Data Analyst,"ML, cloud",Entry,73290.0
Data Scientist,"python, ML, deep learning",Mid,101147.0
Business Analyst,"python, ML",Entry,88476.0
AI Engineer,"sql, ML, cloud",Mid,162071.0
Data Scientist,"sql, cloud",Mid,106321.0
Data Scientist,"python, sql",Entry,71802.0
AI Engineer,"ML, deep learning, cloud",Mid,174574.0
Machine Learning Engineer,ML,Entry,122014.0
Data Analyst,ML,Entry,69708.0
Data Analyst,"sql, ML, deep learning",Senior,127390.0
Data Engineer,deep learning,Senior,138183.0
Business Analyst,"sql, cloud",Entry,55631.0
Data Scientist,python,Entry,54771.0
Machine Learning Engineer,"python, sql, deep learning",Mid,153006.0
Business Analyst,"sql, deep learning",Entry,86754.0
Business Analyst,"ML, deep learning, cloud",Mid,130921.0
Data Scientist,"ML, deep learning",Mid,103039.0
Machine Learning Engineer,ML,Entry,103183.0
